Time[s], CHAIR HIGH - 0 , Chair LOW - 1, Micro HIGH-2b, Micro LOW-3a, Channel 4, Channel 5, Channel 6, Channel 7
3.527983250000000, 0, 0, 0, 1, 1, 1, 1, 1
3.528035250000000, 0, 0, 1, 0, 1, 1, 1, 1
3.528087250000000, 0, 0, 0, 1, 1, 1, 1, 1
3.528150166666667, 0, 0, 1, 0, 1, 1, 1, 1
3.528176000000000, 0, 0, 0, 1, 1, 1, 1, 1
3.528306166666667, 0, 0, 1, 0, 1, 1, 1, 1
3.528332166666667, 0, 0, 0, 1, 1, 1, 1, 1
3.528415000000000, 0, 0, 1, 0, 1, 1, 1, 1
3.528440833333334, 0, 0, 0, 1, 1, 1, 1, 1
3.528518916666667, 0, 0, 1, 0, 1, 1, 1, 1
3.528570916666667, 0, 0, 0, 1, 1, 1, 1, 1
3.528596833333334, 0, 0, 1, 1, 1, 1, 1, 1
3.528596916666667, 0, 0, 1, 0, 1, 1, 1, 1
3.528622916666667, 0, 0, 0, 1, 1, 1, 1, 1
3.528679666666667, 0, 0, 1, 0, 1, 1, 1, 1
3.528887333333333, 0, 0, 0, 1, 1, 1, 1, 1
3.528944083333334, 0, 0, 1, 0, 1, 1, 1, 1
3.528995916666667, 0, 0, 0, 1, 1, 1, 1, 1
3.529021916666667, 0, 0, 1, 0, 1, 1, 1, 1
3.529047916666667, 0, 0, 0, 1, 1, 1, 1, 1
3.529099916666667, 0, 0, 1, 0, 1, 1, 1, 1
3.529126000000000, 0, 0, 0, 1, 1, 1, 1, 1
3.529214916666667, 0, 0, 1, 1, 1, 1, 1, 1
3.529215000000000, 0, 0, 1, 0, 1, 1, 1, 1
3.529240833333334, 0, 0, 0, 1, 1, 1, 1, 1
3.529344916666667, 0, 0, 1, 0, 1, 1, 1, 1
3.529448750000000, 0, 0, 0, 1, 1, 1, 1, 1
3.530484333333333, 0, 0, 1, 0, 1, 1, 1, 1
3.530510166666667, 0, 0, 0, 1, 1, 1, 1, 1
3.530536166666667, 0, 0, 1, 0, 1, 1, 1, 1
3.530562166666667, 0, 0, 1, 1, 1, 1, 1, 1
3.530562250000000, 0, 0, 0, 1, 1, 1, 1, 1
3.530588166666667, 0, 0, 1, 0, 1, 1, 1, 1
3.530718000000000, 0, 0, 0, 1, 1, 1, 1, 1
3.530748833333333, 0, 0, 1, 0, 1, 1, 1, 1
3.530904583333334, 0, 0, 0, 1, 1, 1, 1, 1
3.530930500000000, 0, 0, 1, 0, 1, 1, 1, 1
3.530956583333333, 0, 0, 0, 1, 1, 1, 1, 1
3.531013333333334, 0, 0, 1, 0, 1, 1, 1, 1
3.531065166666667, 0, 0, 0, 1, 1, 1, 1, 1
3.531091083333334, 0, 0, 1, 1, 1, 1, 1, 1
3.531091166666667, 0, 0, 1, 0, 1, 1, 1, 1
3.531117166666667, 0, 0, 0, 1, 1, 1, 1, 1
3.531169166666667, 0, 0, 1, 0, 1, 1, 1, 1
3.531195166666667, 0, 0, 1, 1, 1, 1, 1, 1
3.531195250000000, 0, 0, 0, 1, 1, 1, 1, 1
3.532406416666667, 0, 0, 1, 0, 1, 1, 1, 1
3.532432250000000, 0, 0, 0, 1, 1, 1, 1, 1
3.532536333333334, 0, 0, 1, 0, 1, 1, 1, 1
3.532640166666667, 0, 0, 0, 1, 1, 1, 1, 1
3.545030416666667, 0, 0, 1, 1, 1, 1, 1, 1
3.545030500000000, 0, 0, 1, 0, 1, 1, 1, 1
3.545186166666667, 0, 0, 0, 1, 1, 1, 1, 1
3.545238166666667, 0, 0, 1, 0, 1, 1, 1, 1
3.545264083333334, 0, 0, 0, 1, 1, 1, 1, 1
3.545302666666667, 0, 0, 1, 0, 1, 1, 1, 1
3.545328500000000, 0, 0, 1, 1, 1, 1, 1, 1
3.545328583333334, 0, 0, 0, 1, 1, 1, 1, 1
3.545484666666667, 0, 0, 1, 1, 1, 1, 1, 1
3.545484750000000, 0, 0, 1, 0, 1, 1, 1, 1
3.545510750000000, 0, 0, 0, 1, 1, 1, 1, 1
3.545581416666667, 0, 0, 1, 0, 1, 1, 1, 1
3.545607250000000, 0, 0, 0, 1, 1, 1, 1, 1
3.545763416666667, 0, 0, 1, 0, 1, 1, 1, 1
3.545789500000000, 0, 0, 0, 1, 1, 1, 1, 1
3.545854000000000, 0, 0, 1, 0, 1, 1, 1, 1
3.545879833333334, 0, 0, 0, 1, 1, 1, 1, 1
3.546126583333334, 0, 0, 1, 0, 1, 1, 1, 1
3.546152416666667, 0, 0, 0, 1, 1, 1, 1, 1
3.546178416666667, 0, 0, 1, 0, 1, 1, 1, 1
3.546282333333334, 0, 0, 0, 1, 1, 1, 1, 1
3.546406666666667, 0, 0, 1, 0, 1, 1, 1, 1
3.546614333333334, 0, 0, 0, 1, 1, 1, 1, 1
3.546685000000000, 0, 0, 1, 1, 1, 1, 1, 1
3.546685083333334, 0, 0, 1, 0, 1, 1, 1, 1
3.546762833333334, 0, 0, 0, 1, 1, 1, 1, 1
3.546788833333334, 0, 0, 1, 0, 1, 1, 1, 1
3.546892750000000, 0, 0, 0, 1, 1, 1, 1, 1
3.546957250000000, 0, 0, 1, 0, 1, 1, 1, 1
3.547164916666667, 0, 0, 0, 1, 1, 1, 1, 1
3.547229416666667, 0, 0, 1, 0, 1, 1, 1, 1
3.547255250000000, 0, 0, 1, 1, 1, 1, 1, 1
3.547255333333334, 0, 0, 0, 1, 1, 1, 1, 1
3.547281250000000, 0, 0, 1, 0, 1, 1, 1, 1
3.547307333333333, 0, 0, 0, 1, 1, 1, 1, 1
3.547411416666667, 0, 0, 1, 0, 1, 1, 1, 1
3.547437416666667, 0, 0, 0, 1, 1, 1, 1, 1
3.547508083333334, 0, 0, 1, 0, 1, 1, 1, 1
3.547533916666667, 0, 0, 1, 1, 1, 1, 1, 1
3.547534000000000, 0, 0, 0, 1, 1, 1, 1, 1
3.547638083333334, 0, 0, 1, 0, 1, 1, 1, 1
3.547741916666667, 0, 0, 0, 1, 1, 1, 1, 1
3.549331500000000, 0, 0, 1, 1, 1, 1, 1, 1
3.549331583333334, 0, 0, 1, 0, 1, 1, 1, 1
3.549357333333333, 0, 0, 1, 1, 1, 1, 1, 1
3.549357416666667, 0, 0, 0, 1, 1, 1, 1, 1
3.549383333333334, 0, 0, 1, 0, 1, 1, 1, 1
3.549487333333333, 0, 0, 0, 1, 1, 1, 1, 1
3.549539333333334, 0, 0, 1, 0, 1, 1, 1, 1
3.549565250000000, 0, 0, 0, 1, 1, 1, 1, 1
3.549610000000000, 0, 0, 1, 0, 1, 1, 1, 1
3.549661833333333, 0, 0, 0, 1, 1, 1, 1, 1
3.549687833333333, 0, 0, 1, 0, 1, 1, 1, 1
3.549739833333334, 0, 0, 0, 1, 1, 1, 1, 1
3.549765833333334, 0, 0, 1, 0, 1, 1, 1, 1
3.549817833333333, 0, 0, 0, 1, 1, 1, 1, 1
3.549882333333334, 0, 0, 1, 0, 1, 1, 1, 1
3.550090000000000, 0, 0, 0, 1, 1, 1, 1, 1
3.550154500000000, 0, 0, 1, 0, 1, 1, 1, 1
3.550362166666667, 0, 0, 0, 1, 1, 1, 1, 1
3.550426666666667, 0, 0, 1, 0, 1, 1, 1, 1
3.550634333333333, 0, 0, 0, 1, 1, 1, 1, 1
3.550705583333333, 0, 0, 1, 0, 1, 1, 1, 1
3.550913250000000, 0, 0, 0, 1, 1, 1, 1, 1
3.550970000000000, 0, 0, 1, 0, 1, 1, 1, 1
3.551177666666667, 0, 0, 0, 1, 1, 1, 1, 1
3.551234416666667, 0, 0, 1, 0, 1, 1, 1, 1
3.551442083333333, 0, 0, 0, 1, 1, 1, 1, 1
3.551498833333333, 0, 0, 1, 1, 1, 1, 1, 1
3.551498916666667, 0, 0, 1, 0, 1, 1, 1, 1
3.551576666666667, 0, 0, 0, 1, 1, 1, 1, 1
3.551628666666667, 0, 0, 1, 0, 1, 1, 1, 1
3.551706666666667, 0, 0, 0, 1, 1, 1, 1, 1
3.552773916666667, 0, 0, 1, 0, 1, 1, 1, 1
3.552799750000000, 0, 0, 1, 1, 1, 1, 1, 1
3.552799833333334, 0, 0, 0, 1, 1, 1, 1, 1
3.552903833333334, 0, 0, 1, 1, 1, 1, 1, 1
3.552903916666667, 0, 0, 1, 0, 1, 1, 1, 1
3.553007666666667, 0, 0, 1, 1, 1, 1, 1, 1
3.553007750000000, 0, 0, 0, 1, 1, 1, 1, 1
3.565393500000000, 0, 0, 1, 0, 1, 1, 1, 1
3.565549250000000, 0, 0, 0, 1, 1, 1, 1, 1
3.565601250000000, 0, 0, 1, 0, 1, 1, 1, 1
3.565627166666667, 0, 0, 0, 1, 1, 1, 1, 1
3.565665750000000, 0, 0, 1, 0, 1, 1, 1, 1
3.565691583333333, 0, 0, 0, 1, 1, 1, 1, 1
3.565847750000000, 0, 0, 1, 0, 1, 1, 1, 1
3.565873750000000, 0, 0, 1, 1, 1, 1, 1, 1
3.565873833333334, 0, 0, 0, 1, 1, 1, 1, 1
3.565944500000000, 0, 0, 1, 0, 1, 1, 1, 1
3.565970333333333, 0, 0, 0, 1, 1, 1, 1, 1
3.566126500000000, 0, 0, 1, 0, 1, 1, 1, 1
3.566152500000000, 0, 0, 0, 1, 1, 1, 1, 1
3.566217000000000, 0, 0, 1, 0, 1, 1, 1, 1
3.566242833333333, 0, 0, 1, 1, 1, 1, 1, 1
3.566242916666667, 0, 0, 0, 1, 1, 1, 1, 1
3.566489666666667, 0, 0, 1, 0, 1, 1, 1, 1
3.566515500000000, 0, 0, 0, 1, 1, 1, 1, 1
3.566541416666667, 0, 0, 1, 1, 1, 1, 1, 1
3.566541500000000, 0, 0, 1, 0, 1, 1, 1, 1
3.566645416666667, 0, 0, 0, 1, 1, 1, 1, 1
3.566769750000000, 0, 0, 1, 0, 1, 1, 1, 1
3.566977416666667, 0, 0, 0, 1, 1, 1, 1, 1
3.567048083333333, 0, 0, 1, 0, 1, 1, 1, 1
3.567125916666667, 0, 0, 0, 1, 1, 1, 1, 1
3.567151833333333, 0, 0, 1, 1, 1, 1, 1, 1
3.567151916666667, 0, 0, 1, 0, 1, 1, 1, 1
3.567255833333334, 0, 0, 0, 1, 1, 1, 1, 1
3.567320333333333, 0, 0, 1, 0, 1, 1, 1, 1
3.567528000000000, 0, 0, 0, 1, 1, 1, 1, 1
3.567592500000000, 0, 0, 1, 0, 1, 1, 1, 1
3.567618333333333, 0, 0, 0, 1, 1, 1, 1, 1
3.567644333333333, 0, 0, 1, 0, 1, 1, 1, 1
3.567670333333333, 0, 0, 1, 1, 1, 1, 1, 1
3.567670416666667, 0, 0, 0, 1, 1, 1, 1, 1
3.567774416666667, 0, 0, 1, 1, 1, 1, 1, 1
3.567774500000000, 0, 0, 1, 0, 1, 1, 1, 1
3.567800500000000, 0, 0, 0, 1, 1, 1, 1, 1
3.567865000000000, 0, 0, 1, 0, 1, 1, 1, 1
3.567890833333334, 0, 0, 0, 1, 1, 1, 1, 1
3.567994916666667, 0, 0, 1, 0, 1, 1, 1, 1
3.568098750000000, 0, 0, 0, 1, 1, 1, 1, 1
3.569694583333333, 0, 0, 1, 0, 1, 1, 1, 1
3.569720416666667, 0, 0, 0, 1, 1, 1, 1, 1
3.569746416666667, 0, 0, 1, 0, 1, 1, 1, 1
3.569850333333334, 0, 0, 1, 1, 1, 1, 1, 1
3.569850416666667, 0, 0, 0, 1, 1, 1, 1, 1
3.569902416666667, 0, 0, 1, 0, 1, 1, 1, 1
3.569928333333333, 0, 0, 0, 1, 1, 1, 1, 1
3.569973083333334, 0, 0, 1, 0, 1, 1, 1, 1
3.570024916666667, 0, 0, 0, 1, 1, 1, 1, 1
3.570050833333334, 0, 0, 1, 1, 1, 1, 1, 1
3.570050916666667, 0, 0, 1, 0, 1, 1, 1, 1
3.570102916666667, 0, 0, 0, 1, 1, 1, 1, 1
3.570128833333333, 0, 0, 1, 0, 1, 1, 1, 1
3.570180833333334, 0, 0, 1, 1, 1, 1, 1, 1
3.570180916666667, 0, 0, 0, 1, 1, 1, 1, 1
3.570245333333334, 0, 0, 1, 1, 1, 1, 1, 1
3.570245416666667, 0, 0, 1, 0, 1, 1, 1, 1
3.570453000000000, 0, 0, 1, 1, 1, 1, 1, 1
3.570453083333334, 0, 0, 0, 1, 1, 1, 1, 1
3.570517500000000, 0, 0, 1, 1, 1, 1, 1, 1
3.570517583333333, 0, 0, 1, 0, 1, 1, 1, 1
3.570725250000000, 0, 0, 0, 1, 1, 1, 1, 1
3.570789750000000, 0, 0, 1, 0, 1, 1, 1, 1
3.570997416666667, 0, 0, 0, 1, 1, 1, 1, 1
3.571068666666667, 0, 0, 1, 0, 1, 1, 1, 1
3.571276333333333, 0, 0, 0, 1, 1, 1, 1, 1
3.571333083333334, 0, 0, 1, 0, 1, 1, 1, 1
3.571540750000000, 0, 0, 0, 1, 1, 1, 1, 1
3.571597500000000, 0, 0, 1, 0, 1, 1, 1, 1
3.571805166666667, 0, 0, 0, 1, 1, 1, 1, 1
3.571861916666667, 0, 0, 1, 0, 1, 1, 1, 1
3.571939750000000, 0, 0, 0, 1, 1, 1, 1, 1
3.571991750000000, 0, 0, 1, 0, 1, 1, 1, 1
3.572069750000000, 0, 0, 0, 1, 1, 1, 1, 1
3.573141000000000, 0, 0, 1, 0, 1, 1, 1, 1
3.573166833333334, 0, 0, 0, 1, 1, 1, 1, 1
3.573270916666667, 0, 0, 1, 0, 1, 1, 1, 1
3.573374750000000, 0, 0, 0, 1, 1, 1, 1, 1
3.585760583333334, 0, 0, 1, 0, 1, 1, 1, 1
3.585916250000000, 0, 0, 1, 1, 1, 1, 1, 1
3.585916333333333, 0, 0, 0, 1, 1, 1, 1, 1
3.585968333333334, 0, 0, 1, 0, 1, 1, 1, 1
3.585994250000000, 0, 0, 0, 1, 1, 1, 1, 1
3.586032833333333, 0, 0, 1, 0, 1, 1, 1, 1
3.586058666666667, 0, 0, 0, 1, 1, 1, 1, 1
3.586214833333333, 0, 0, 1, 0, 1, 1, 1, 1
3.586240833333334, 0, 0, 0, 1, 1, 1, 1, 1
3.586305333333334, 0, 0, 1, 0, 1, 1, 1, 1
3.586331166666667, 0, 0, 1, 1, 1, 1, 1, 1
3.586331250000000, 0, 0, 0, 1, 1, 1, 1, 1
3.586487333333333, 0, 0, 1, 1, 1, 1, 1, 1
3.586487416666667, 0, 0, 1, 0, 1, 1, 1, 1
3.586513416666667, 0, 0, 0, 1, 1, 1, 1, 1
3.586584166666667, 0, 0, 1, 0, 1, 1, 1, 1
3.586610000000000, 0, 0, 0, 1, 1, 1, 1, 1
3.586856750000000, 0, 0, 1, 0, 1, 1, 1, 1
3.586882583333334, 0, 0, 0, 1, 1, 1, 1, 1
3.586908583333333, 0, 0, 1, 0, 1, 1, 1, 1
3.587012500000000, 0, 0, 1, 1, 1, 1, 1, 1
3.587012583333334, 0, 0, 0, 1, 1, 1, 1, 1
3.587136833333334, 0, 0, 1, 0, 1, 1, 1, 1
3.587344500000000, 0, 0, 1, 1, 1, 1, 1, 1
3.587344583333334, 0, 0, 0, 1, 1, 1, 1, 1
3.587415166666667, 0, 0, 1, 1, 1, 1, 1, 1
3.587415250000000, 0, 0, 1, 0, 1, 1, 1, 1
3.587493000000000, 0, 0, 0, 1, 1, 1, 1, 1
3.587519000000000, 0, 0, 1, 0, 1, 1, 1, 1
3.587622916666667, 0, 0, 1, 1, 1, 1, 1, 1
3.587623000000000, 0, 0, 0, 1, 1, 1, 1, 1
3.587687416666667, 0, 0, 1, 1, 1, 1, 1, 1
3.587687500000000, 0, 0, 1, 0, 1, 1, 1, 1
3.587895083333334, 0, 0, 1, 1, 1, 1, 1, 1
3.587895166666667, 0, 0, 0, 1, 1, 1, 1, 1
3.587959583333334, 0, 0, 1, 1, 1, 1, 1, 1
3.587959666666667, 0, 0, 1, 0, 1, 1, 1, 1
3.587985500000000, 0, 0, 0, 1, 1, 1, 1, 1
3.588011416666667, 0, 0, 1, 1, 1, 1, 1, 1
3.588011500000000, 0, 0, 1, 0, 1, 1, 1, 1
3.588037500000000, 0, 0, 0, 1, 1, 1, 1, 1
3.588141583333333, 0, 0, 1, 0, 1, 1, 1, 1
3.588167583333334, 0, 0, 0, 1, 1, 1, 1, 1
3.588232083333334, 0, 0, 1, 0, 1, 1, 1, 1
3.588257916666667, 0, 0, 1, 1, 1, 1, 1, 1
3.588258000000000, 0, 0, 0, 1, 1, 1, 1, 1
3.588362000000000, 0, 0, 1, 1, 1, 1, 1, 1
3.588362083333334, 0, 0, 1, 0, 1, 1, 1, 1
3.588465916666667, 0, 0, 0, 1, 1, 1, 1, 1
3.590061666666667, 0, 0, 1, 1, 1, 1, 1, 1
3.590061750000000, 0, 0, 1, 0, 1, 1, 1, 1
3.590087583333334, 0, 0, 0, 1, 1, 1, 1, 1
3.590113500000000, 0, 0, 1, 1, 1, 1, 1, 1
3.590113583333334, 0, 0, 1, 0, 1, 1, 1, 1
3.590217500000000, 0, 0, 0, 1, 1, 1, 1, 1
3.590269500000000, 0, 0, 1, 0, 1, 1, 1, 1
3.590295416666667, 0, 0, 0, 1, 1, 1, 1, 1
3.590334000000000, 0, 0, 1, 0, 1, 1, 1, 1
3.590385833333333, 0, 0, 0, 1, 1, 1, 1, 1
3.590411833333333, 0, 0, 1, 0, 1, 1, 1, 1
3.590463833333334, 0, 0, 0, 1, 1, 1, 1, 1
3.590489750000000, 0, 0, 1, 1, 1, 1, 1, 1
3.590489833333334, 0, 0, 1, 0, 1, 1, 1, 1
3.590541833333333, 0, 0, 0, 1, 1, 1, 1, 1
3.590612500000000, 0, 0, 1, 0, 1, 1, 1, 1
3.590820166666667, 0, 0, 0, 1, 1, 1, 1, 1
3.590884666666667, 0, 0, 1, 0, 1, 1, 1, 1
3.591092333333334, 0, 0, 0, 1, 1, 1, 1, 1
3.591156833333334, 0, 0, 1, 0, 1, 1, 1, 1
3.591364500000000, 0, 0, 0, 1, 1, 1, 1, 1
3.591429583333333, 0, 0, 1, 0, 1, 1, 1, 1
3.591637250000000, 0, 0, 0, 1, 1, 1, 1, 1
3.591700166666667, 0, 0, 1, 0, 1, 1, 1, 1
3.591907833333333, 0, 0, 0, 1, 1, 1, 1, 1
3.591964583333334, 0, 0, 1, 1, 1, 1, 1, 1
3.591964666666667, 0, 0, 1, 0, 1, 1, 1, 1
3.592172250000000, 0, 0, 1, 1, 1, 1, 1, 1
3.592172333333334, 0, 0, 0, 1, 1, 1, 1, 1
3.592229000000000, 0, 0, 1, 1, 1, 1, 1, 1
3.592229083333334, 0, 0, 1, 0, 1, 1, 1, 1
3.592306833333334, 0, 0, 0, 1, 1, 1, 1, 1
3.592358833333333, 0, 0, 1, 0, 1, 1, 1, 1
3.592436833333334, 0, 0, 0, 1, 1, 1, 1, 1
3.593508416666667, 0, 0, 1, 0, 1, 1, 1, 1
3.593534250000000, 0, 0, 0, 1, 1, 1, 1, 1
3.593638333333334, 0, 0, 1, 0, 1, 1, 1, 1
3.593742166666667, 0, 0, 1, 1, 1, 1, 1, 1
3.593742250000000, 0, 0, 0, 1, 1, 1, 1, 1
3.606128333333333, 0, 0, 1, 0, 1, 1, 1, 1
3.606284000000000, 0, 0, 1, 1, 1, 1, 1, 1
3.606284083333334, 0, 0, 0, 1, 1, 1, 1, 1
3.606336000000000, 0, 0, 1, 1, 1, 1, 1, 1
3.606336083333333, 0, 0, 1, 0, 1, 1, 1, 1
3.606361916666667, 0, 0, 1, 1, 1, 1, 1, 1
3.606362000000000, 0, 0, 0, 1, 1, 1, 1, 1
3.606400500000000, 0, 0, 1, 1, 1, 1, 1, 1
3.606400583333333, 0, 0, 1, 0, 1, 1, 1, 1
3.606426416666667, 0, 0, 0, 1, 1, 1, 1, 1
3.606582583333334, 0, 0, 1, 0, 1, 1, 1, 1
3.606608583333334, 0, 0, 0, 1, 1, 1, 1, 1
3.606673083333333, 0, 0, 1, 0, 1, 1, 1, 1
3.606698916666667, 0, 0, 0, 1, 1, 1, 1, 1
3.606855083333333, 0, 0, 1, 0, 1, 1, 1, 1
3.606881166666667, 0, 0, 0, 1, 1, 1, 1, 1
3.606951833333333, 0, 0, 1, 0, 1, 1, 1, 1
3.606977666666667, 0, 0, 0, 1, 1, 1, 1, 1
3.607224416666667, 0, 0, 1, 0, 1, 1, 1, 1
3.607250250000000, 0, 0, 1, 1, 1, 1, 1, 1
3.607250333333333, 0, 0, 0, 1, 1, 1, 1, 1
3.607276250000000, 0, 0, 1, 0, 1, 1, 1, 1
3.607380250000000, 0, 0, 0, 1, 1, 1, 1, 1
3.607504500000000, 0, 0, 1, 1, 1, 1, 1, 1
3.607504583333334, 0, 0, 1, 0, 1, 1, 1, 1
3.607712166666667, 0, 0, 1, 1, 1, 1, 1, 1
3.607712250000000, 0, 0, 0, 1, 1, 1, 1, 1
3.607776666666667, 0, 0, 1, 1, 1, 1, 1, 1
3.607776750000000, 0, 0, 1, 0, 1, 1, 1, 1
3.607854500000000, 0, 0, 0, 1, 1, 1, 1, 1
3.607880500000000, 0, 0, 1, 0, 1, 1, 1, 1
3.607984416666667, 0, 0, 1, 1, 1, 1, 1, 1
3.607984500000000, 0, 0, 0, 1, 1, 1, 1, 1
3.608055083333333, 0, 0, 1, 1, 1, 1, 1, 1
3.608055166666667, 0, 0, 1, 0, 1, 1, 1, 1
3.608262833333334, 0, 0, 0, 1, 1, 1, 1, 1
3.608327333333333, 0, 0, 1, 0, 1, 1, 1, 1
3.608353166666667, 0, 0, 0, 1, 1, 1, 1, 1
3.608379083333333, 0, 0, 1, 1, 1, 1, 1, 1
3.608379166666667, 0, 0, 1, 0, 1, 1, 1, 1
3.608405166666667, 0, 0, 0, 1, 1, 1, 1, 1
3.608509250000000, 0, 0, 1, 0, 1, 1, 1, 1
3.608535250000000, 0, 0, 1, 1, 1, 1, 1, 1
3.608535333333334, 0, 0, 0, 1, 1, 1, 1, 1
3.608599750000000, 0, 0, 1, 1, 1, 1, 1, 1
3.608599833333333, 0, 0, 1, 0, 1, 1, 1, 1
3.608625666666667, 0, 0, 0, 1, 1, 1, 1, 1
3.608729750000000, 0, 0, 1, 0, 1, 1, 1, 1
3.608833583333333, 0, 0, 0, 1, 1, 1, 1, 1
3.610429416666667, 0, 0, 1, 0, 1, 1, 1, 1
3.610455250000000, 0, 0, 0, 1, 1, 1, 1, 1
3.610481250000000, 0, 0, 1, 0, 1, 1, 1, 1
3.610585166666667, 0, 0, 0, 1, 1, 1, 1, 1
3.610637166666667, 0, 0, 1, 0, 1, 1, 1, 1
3.610663083333334, 0, 0, 0, 1, 1, 1, 1, 1
3.610701666666667, 0, 0, 1, 0, 1, 1, 1, 1
3.610753500000000, 0, 0, 0, 1, 1, 1, 1, 1
3.610779500000000, 0, 0, 1, 0, 1, 1, 1, 1
3.610831500000000, 0, 0, 0, 1, 1, 1, 1, 1
3.610857500000000, 0, 0, 1, 0, 1, 1, 1, 1
3.610909500000000, 0, 0, 0, 1, 1, 1, 1, 1
3.610980166666667, 0, 0, 1, 0, 1, 1, 1, 1
3.611187833333334, 0, 0, 0, 1, 1, 1, 1, 1
3.611252333333334, 0, 0, 1, 0, 1, 1, 1, 1
3.611460000000000, 0, 0, 0, 1, 1, 1, 1, 1
3.611524500000000, 0, 0, 1, 0, 1, 1, 1, 1
3.611732166666667, 0, 0, 0, 1, 1, 1, 1, 1
3.611797250000000, 0, 0, 1, 0, 1, 1, 1, 1
3.612004916666667, 0, 0, 0, 1, 1, 1, 1, 1
3.612067833333334, 0, 0, 1, 1, 1, 1, 1, 1
3.612067916666667, 0, 0, 1, 0, 1, 1, 1, 1
3.612275500000000, 0, 0, 1, 1, 1, 1, 1, 1
3.612275583333334, 0, 0, 0, 1, 1, 1, 1, 1
3.612332250000000, 0, 0, 1, 1, 1, 1, 1, 1
3.612332333333334, 0, 0, 1, 0, 1, 1, 1, 1
3.612540000000000, 0, 0, 0, 1, 1, 1, 1, 1
3.612596750000000, 0, 0, 1, 0, 1, 1, 1, 1
3.612674500000000, 0, 0, 0, 1, 1, 1, 1, 1
3.612726500000000, 0, 0, 1, 1, 1, 1, 1, 1
3.612726583333334, 0, 0, 1, 0, 1, 1, 1, 1
3.612804500000000, 0, 0, 0, 1, 1, 1, 1, 1
3.613869583333333, 0, 0, 1, 0, 1, 1, 1, 1
3.613895416666667, 0, 0, 1, 1, 1, 1, 1, 1
3.613895500000000, 0, 0, 0, 1, 1, 1, 1, 1
3.613999583333333, 0, 0, 1, 0, 1, 1, 1, 1
3.614103416666667, 0, 0, 0, 1, 1, 1, 1, 1
3.626496000000000, 0, 0, 1, 0, 1, 1, 1, 1
3.626651666666667, 0, 0, 1, 1, 1, 1, 1, 1
3.626651750000000, 0, 0, 0, 1, 1, 1, 1, 1
3.626703750000000, 0, 0, 1, 0, 1, 1, 1, 1
3.626729666666667, 0, 0, 0, 1, 1, 1, 1, 1
3.626768250000000, 0, 0, 1, 0, 1, 1, 1, 1
3.626794083333333, 0, 0, 0, 1, 1, 1, 1, 1
3.626950250000000, 0, 0, 1, 0, 1, 1, 1, 1
